Date,GD
2010-06-17,45.80436706542969
2010-06-18,46.21194839477539
2010-06-21,46.129051208496094
2010-06-22,45.210323333740234
2010-06-23,44.82352066040039
2010-06-24,43.690650939941406
2010-06-25,43.66994094848633
2010-06-28,43.00679397583008
2010-06-29,41.05194091796875
2010-06-30,40.7388801574707
2010-07-01,40.697147369384766
2010-07-02,40.836280822753906
2010-07-06,40.79454040527344
2010-07-07,41.89372253417969
2010-07-08,42.415489196777344
2010-07-09,42.32502746582031
2010-07-12,41.65022659301758
2010-07-13,42.13026428222656
2010-07-14,42.86069107055664
2010-07-15,42.7633171081543
2010-07-16,40.975425720214844
2010-07-19,40.7667236328125
2010-07-20,41.191070556640625
2010-07-21,41.23977279663086
2010-07-22,42.45721435546875
2010-07-23,42.638084411621094
2010-07-26,43.472900390625
2010-07-27,42.972023010253906
2010-07-28,42.992897033691406
2010-07-29,42.94419479370117
2010-07-30,42.61027908325195
2010-08-02,43.765098571777344
2010-08-03,43.59812545776367
2010-08-04,44.06423568725586
2010-08-05,44.36336898803711
2010-08-06,44.37032699584961
2010-08-09,44.7459831237793
2010-08-10,44.585975646972656
2010-08-11,42.65896224975586
2010-08-12,42.241554260253906
2010-08-13,42.2067756652832
2010-08-16,42.0328483581543
2010-08-17,43.36856460571289
2010-08-18,43.472900390625
2010-08-19,42.17197036743164
2010-08-20,41.900665283203125
2010-08-23,41.27456283569336
2010-08-24,40.258872985839844
2010-08-25,39.64667510986328
2010-08-26,39.53536605834961
2010-08-27,39.91103744506836
2010-08-30,39.354515075683594
2010-08-31,38.86751174926758
2010-09-01,40.196258544921875
2010-09-02,41.01020050048828
2010-09-03,41.545875549316406
2010-09-07,40.6901969909668
2010-09-08,41.38587188720703
2010-09-09,41.61545181274414
2010-09-10,42.52678298950195
2010-09-13,43.25725173950195
2010-09-14,42.756351470947266
2010-09-15,42.62417984008789
2010-09-16,42.65200424194336
2010-09-17,43.612037658691406
2010-09-20,44.265987396240234
2010-09-21,44.252071380615234
2010-09-22,43.73725509643555
2010-09-23,43.11811828613281
2010-09-24,44.30076599121094
2010-09-27,43.91813659667969
2010-09-28,44.01554489135742
2010-09-29,43.869441986083984
2010-09-30,43.695518493652344
2010-10-01,43.452030181884766
2010-10-04,42.958099365234375
2010-10-05,44.11293029785156
2010-10-06,44.568138122558594
2010-10-07,44.210975646972656
2010-10-08,44.37904357910156
2010-10-11,44.210975646972656
2010-10-12,44.37904357910156
2010-10-13,44.86225891113281
2010-10-14,44.23897171020508
2010-10-15,44.77122497558594
2010-10-18,45.07937240600586
