Date,MA
2012-06-08,38.40642166137695
2012-06-11,38.156532287597656
2012-06-12,38.51704406738281
2012-06-13,37.77943801879883
2012-06-14,38.63690185546875
2012-06-15,39.341331481933594
2012-06-18,39.24266052246094
2012-06-19,39.42245864868164
2012-06-20,39.53679275512695
2012-06-21,38.8323860168457
2012-06-22,40.114906311035156
2012-06-25,39.51006317138672
2012-06-26,39.85120391845703
2012-06-27,39.82354736328125
2012-06-28,38.8443603515625
2012-06-29,39.65665054321289
2012-07-02,40.55931854248047
2012-07-03,40.73172378540039
2012-07-05,40.969764709472656
2012-07-06,40.746482849121094
2012-07-09,39.79063034057617
2012-07-10,38.77386474609375
2012-07-11,38.740665435791016
2012-07-12,39.142940521240234
2012-07-13,39.63654708862305
2012-07-16,40.30915451049805
2012-07-17,40.197513580322266
2012-07-18,40.30269241333008
2012-07-19,39.48339080810547
2012-07-20,39.041439056396484
2012-07-23,38.379913330078125
2012-07-24,37.81803894042969
2012-07-25,38.04316329956055
2012-07-26,39.098636627197266
2012-07-27,40.296234130859375
2012-07-30,40.70219802856445
2012-07-31,40.279632568359375
2012-08-01,39.41511154174805
2012-08-02,39.0672721862793
2012-08-03,39.13186264038086
2012-08-06,38.73698043823242
2012-08-07,38.418663024902344
2012-08-08,39.16139221191406
2012-08-09,39.29887008666992
2012-08-10,39.30718231201172
2012-08-13,39.270263671875
